,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm
MFAP2,ENSG00000117122,Gene Expression,GRCh38,False,230,0.095949665,0.091621265,90.95556429414077,244.0,5.5012584,230,False,0.08305264123378749,0.1091769174134226,0.22882995
ATP13A2,ENSG00000159363,Gene Expression,GRCh38,False,212,0.09123083,0.08730626,91.66338969720802,232.0,5.4510384,211,False,0.0663208969641186,-0.03787059328252276,-0.69093543
SDHB,ENSG00000117118,Gene Expression,GRCh38,False,812,0.40660638,0.34117997,68.06920959496658,1034.0,6.942157,810,False,0.3048886413707878,0.08569882228992641,-0.13985714
PADI2,ENSG00000117115,Gene Expression,GRCh38,False,127,0.06095163,0.05916627,95.00589854502556,155.0,5.049856,126,True,0.04620872028935029,0.2502126320931819,1.1109922
RCC2,ENSG00000179051,Gene Expression,GRCh38,False,752,0.37947306,0.3217016,70.42862760519071,965.0,6.8731637,750,False,0.27167040132393794,0.05415385688076981,-0.35149035
ARHGEF10L,ENSG00000074964,Gene Expression,GRCh38,False,944,0.4998034,0.40533403,62.87848997247345,1271.0,7.148346,943,True,0.38138816329276515,0.18305881055678394,0.5133249
IGSF21,ENSG00000117154,Gene Expression,GRCh38,False,83,0.03342509,0.032878615,96.73613841918993,85.0,4.454347,83,False,0.028745481137785935,0.001985025448944941,-0.4416431
ALDH4A1,ENSG00000159423,Gene Expression,GRCh38,False,403,0.20094377,0.18310772,84.1525756979945,511.0,6.2383246,401,False,0.13909700572404624,0.08472409311697923,0.07588033
IFFO2,ENSG00000169991,Gene Expression,GRCh38,False,502,0.23122297,0.20800796,80.25953598112466,588.0,6.378426,500,False,0.182589543626525,0.09570338838675811,0.14455457
UBR4,ENSG00000127481,Gene Expression,GRCh38,False,1074,0.5847424,0.4604219,57.76641761698781,1487.0,7.305188,1072,False,0.4150334061825095,0.07315772329610755,-0.2625289
EMC1,ENSG00000127463,Gene Expression,GRCh38,False,488,0.22925678,0.20640974,80.81006685017695,583.0,6.369901,487,False,0.18023786259055863,0.13836421614417693,0.41139317
MRTO4,ENSG00000053372,Gene Expression,GRCh38,False,393,0.18010224,0.16560109,84.54581203303185,458.0,6.1290503,392,False,0.13818976216319498,0.0668363784395425,-0.03600528
AKR7A3,ENSG00000162482,Gene Expression,GRCh38,False,79,0.03224538,0.031736407,96.89343295320487,82.0,4.4188404,79,False,0.02693678286259192,0.05991221931785801,-0.0793151
SLC66A1,ENSG00000040487,Gene Expression,GRCh38,False,226,0.09241054,0.08838676,91.11285882815572,235.0,5.463832,224,False,0.0731501313089995,-0.03369592929817683,-0.66482335
CAPZB,ENSG00000077549,Gene Expression,GRCh38,False,2195,2.462446,1.2419753,13.684624459300043,6262.0,8.742414,2192,False,1.1497363393062308,0.08469662623472633,-0.82044584
MICOS10,ENSG00000173436,Gene Expression,GRCh38,False,2132,2.410932,1.2269856,16.16201337003539,6131.0,8.721276,2130,False,1.1235401394257707,0.18492374678501342,-0.32164854
NBL1,ENSG00000158747,Gene Expression,GRCh38,False,2378,4.0491548,1.6192209,6.488399528116395,10297.0,9.239705,2375,False,1.4881675506367535,0.19271225125469085,-0.470578
TMCO4,ENSG00000162542,Gene Expression,GRCh38,False,557,0.2630751,0.23354931,78.09673613841919,669.0,6.5072775,555,False,0.1944117292148291,0.045708060258574726,-0.1681605
RNF186,ENSG00000178828,Gene Expression,GRCh38,False,11,0.0055053085,0.00549021,99.56744003145891,14.0,2.7080503,11,False,0.003634101751414708,0.08730743506339866,0.09203884
OTUD3,ENSG00000169914,Gene Expression,GRCh38,False,437,0.19740464,0.18015641,82.81557215886748,502.0,6.22059,434,False,0.1584295299034715,0.08982496106271612,0.10778567
PLA2G2A,ENSG00000188257,Gene Expression,GRCh38,False,665,0.5312623,0.42609242,73.84978372001572,1351.0,7.20934,663,True,0.3153516474477183,0.7080069680686143,4.035169
PLA2G5,ENSG00000127472,Gene Expression,GRCh38,False,452,0.20055053,0.18278022,82.22571765631143,510.0,6.2363696,451,True,0.18591500888071294,0.21410072541492006,0.8851164
PLA2G2C,ENSG00000187980,Gene Expression,GRCh38,False,67,0.027526543,0.0271545,97.3653165552497,70.0,4.26268,67,True,0.028620035049368806,0.2241007895633722,0.94766563
UBXN10,ENSG00000162543,Gene Expression,GRCh38,False,370,0.16240661,0.15049252,85.45025560361778,413.0,6.025866,370,True,0.15134025228995743,0.18733441227766665,0.71769613
CAMK2N1,ENSG00000162545,Gene Expression,GRCh38,False,1183,0.66378295,0.5090939,53.48014156508061,1688.0,7.431892,1182,False,0.49114316140654174,0.18211680896231897,0.17711954
MUL1,ENSG00000090432,Gene Expression,GRCh38,False,342,0.15178922,0.14131658,86.55131734172238,386.0,5.9584246,342,True,0.12660066021126806,0.21167068887185567,0.8699168
CDA,ENSG00000158825,Gene Expression,GRCh38,False,89,0.036177743,0.035538696,96.50019661816752,92.0,4.5325994,89,False,0.02936835671078193,-0.01784736613775678,-0.5656924
PINK1,ENSG00000158828,Gene Expression,GRCh38,False,837,0.41801023,0.34925464,67.08611875737319,1063.0,6.9697905,835,False,0.3196099344183246,0.11320519440921185,0.044681396
DDOST,ENSG00000244038,Gene Expression,GRCh38,False,1021,0.56744003,0.44944373,59.8505701926858,1443.0,7.275172,1019,False,0.39129767309750796,0.06815656212891147,-0.25754708
SH2D5,ENSG00000189410,Gene Expression,GRCh38,False,13,0.0051120725,0.0050990502,99.48879276445143,13.0,2.6390574,13,False,0.004813730113873324,0.025049130323756025,-0.29737973
HP1BP3,ENSG00000127483,Gene Expression,GRCh38,False,2001,1.8250098,1.0385119,21.31340935902477,4641.0,8.442901,1998,False,0.9513104882304931,0.09398972753585237,-0.5106144
EIF4G3,ENSG00000075151,Gene Expression,GRCh38,False,971,0.5100275,0.41212788,61.81675186787259,1297.0,7.16858,969,False,0.3682792820395076,0.07449395741664133,-0.21502988
ECE1,ENSG00000117298,Gene Expression,GRCh38,False,1109,0.7034998,0.53268486,56.39009044435706,1789.0,7.4899707,1107,False,0.44458927674778587,0.07822080912951404,-0.24209942
ALPL,ENSG00000162551,Gene Expression,GRCh38,False,131,0.061738104,0.059907287,94.84860401101062,157.0,5.062595,131,False,0.04419642990001205,0.1266546836754204,0.33815137
RAP1GAP,ENSG00000076864,Gene Expression,GRCh38,False,233,0.10656705,0.10126247,90.83759339362956,271.0,5.605802,233,False,0.07242815645397474,0.061093048629067136,-0.07192915
USP48,ENSG00000090686,Gene Expression,GRCh38,False,544,0.25285095,0.22542171,78.60794337396774,643.0,6.4676986,542,False,0.19056008766193896,0.008768051735282289,-0.39921603
LDLRAD2,ENSG00000187942,Gene Expression,GRCh38,False,15,0.005898545,0.005881217,99.41014549744396,15.0,2.7725887,15,True,0.006067313911544483,0.2644955951719384,1.2003305
HSPG2,ENSG00000142798,Gene Expression,GRCh38,False,2175,2.3837986,1.2189989,14.471097129374755,6062.0,8.70996,2173,False,1.1882988502220375,0.3319859295092421,-0.07480182
WNT4,ENSG00000162552,Gene Expression,GRCh38,False,169,0.07196225,0.06949085,93.35430593786866,183.0,5.214936,169,False,0.05778780888758999,0.07364201471373953,0.0065631964
ZBTB40,ENSG00000184677,Gene Expression,GRCh38,False,512,0.22611089,0.20384729,79.8662996460873,575.0,6.3561077,510,False,0.18519940292460293,0.07406960255632776,0.009237709
C1QA,ENSG00000173372,Gene Expression,GRCh38,False,678,0.35116005,0.30096352,73.33857648446717,893.0,6.795706,677,True,0.2674590957334476,0.19322209312480945,0.58150977
C1QC,ENSG00000159189,Gene Expression,GRCh38,False,974,0.6051907,0.47324255,61.69878096736139,1539.0,7.3395376,973,True,0.4249485386671915,0.38456296638123016,0.993987
C1QB,ENSG00000173369,Gene Expression,GRCh38,False,1207,0.85450256,0.6176165,52.536374360990955,2173.0,7.6843243,1207,True,0.5565684493525513,0.49102183558874374,1.4235471
EPHB2,ENSG00000133216,Gene Expression,GRCh38,False,170,0.0703893,0.068022415,93.31498230436492,179.0,5.192957,170,False,0.06392137208530015,0.09164097024919572,0.1191446
KDM1A,ENSG00000004487,Gene Expression,GRCh38,False,1261,0.7609123,0.565832,50.41289815178922,1935.0,7.5683794,1259,False,0.5096726144237255,0.06876860903113992,-0.28023893
LUZP1,ENSG00000169641,Gene Expression,GRCh38,False,578,0.26779395,0.23727834,77.27093983484075,681.0,6.5250297,578,False,0.21351864059539513,0.11369777148170879,0.047986064
HNRNPR,ENSG00000125944,Gene Expression,GRCh38,False,1740,1.3936296,0.87281084,31.576877703499807,3544.0,8.173293,1738,False,0.771723387198659,0.06201678577613719,-0.53367335
ZNF436,ENSG00000125945,Gene Expression,GRCh38,False,382,0.1710578,0.15790744,84.97837200157295,435.0,6.0776424,381,False,0.12922553091415134,-0.003800867750924513,-0.47783318
TCEA3,ENSG00000204219,Gene Expression,GRCh38,False,1457,0.98623675,0.68624175,42.705465985057025,2508.0,7.8276396,1454,False,0.6149996253023403,0.15602094683900575,-0.13395925
ASAP3,ENSG00000088280,Gene Expression,GRCh38,False,614,0.29099488,0.25541314,75.85528902870625,740.0,6.6080008,613,False,0.21534903312253842,0.010613190299554133,-0.64360195
ID3,ENSG00000117318,Gene Expression,GRCh38,False,1887,1.8356272,1.0422632,25.79630357845065,4668.0,8.4487,1884,True,0.978294503713086,0.43342305166394435,0.817412
ELOA,ENSG00000011007,Gene Expression,GRCh38,False,519,0.23908769,0.21437538,79.59103421156115,608.0,6.4118185,518,False,0.1827403025029683,0.08623965589272257,0.08536
PITHD1,ENSG00000057757,Gene Expression,GRCh38,False,690,0.33936295,0.2921941,72.86669288242234,863.0,6.761573,688,False,0.2514955191225866,0.10493876877957548,-0.010777539
LYPLA2,ENSG00000011009,Gene Expression,GRCh38,False,56,0.022807708,0.022551501,97.79787652379079,58.0,4.0775375,56,False,0.019054145577964574,0.07555427156384296,0.018524144
GALE,ENSG00000117308,Gene Expression,GRCh38,False,71,0.029492725,0.02906618,97.20802202123477,75.0,4.3307333,71,False,0.020985246050523407,-0.11580491890388595,-1.1784058
HMGCL,ENSG00000117305,Gene Expression,GRCh38,False,426,0.1926858,0.17620774,83.24813212740857,490.0,6.196444,424,False,0.14927115976308758,0.07812767567341355,0.034620494
PNRC2,ENSG00000189266,Gene Expression,GRCh38,False,1455,0.94416046,0.66483027,42.78411325206449,2401.0,7.784057,1453,False,0.5930777981862034,0.07630635618554082,-0.47291282
SRSF10,ENSG00000188529,Gene Expression,GRCh38,False,541,0.24498624,0.21912448,78.72591427447895,623.0,6.4361506,540,False,0.18761742336794854,0.053935559264965086,-0.11669843
MYOM3,ENSG00000142661,Gene Expression,GRCh38,False,65,0.030672435,0.03021144,97.44396382225717,78.0,4.3694477,65,True,0.0341795686211887,0.6581888371286515,3.6628368
IL22RA1,ENSG00000142677,Gene Expression,GRCh38,False,12,0.004718836,0.004707737,99.52811639795517,12.0,2.5649493,12,False,0.003489775019960434,-0.10106444743383408,-1.0862057
IFNLR1,ENSG00000185436,Gene Expression,GRCh38,False,88,0.034998033,0.034399528,96.53952025167125,89.0,4.4998097,88,False,0.028854789601308113,0.07961786513234907,0.043941457
GRHL3,ENSG00000158055,Gene Expression,GRCh38,False,40,0.01612269,0.0159941,98.42705465985057,41.0,3.7376697,40,False,0.012082033833329961,0.025795510255568525,-0.29271123
STPG1,ENSG00000001460,Gene Expression,GRCh38,False,96,0.038930397,0.03819172,96.22493118364137,99.0,4.6051702,95,False,0.03190110892523929,0.04137628501614311,-0.19525525
NIPAL3,ENSG00000001461,Gene Expression,GRCh38,False,563,0.35312623,0.30241764,77.86079433739678,898.0,6.801283,560,False,0.22057639523870473,0.15113032352865635,0.29911873
RCAN3,ENSG00000117602,Gene Expression,GRCh38,False,702,0.5064884,0.40978137,72.39480928037752,1288.0,7.161622,700,True,0.29835904574409783,0.2891923765725874,1.2253684
NCMAP,ENSG00000184454,Gene Expression,GRCh38,False,17,0.007078254,0.0070533208,99.3314982304365,18.0,2.944439,17,False,0.004686486325576907,-0.09029623532871292,-1.0188518
SRRM1,ENSG00000133226,Gene Expression,GRCh38,False,424,0.18560755,0.17025535,83.32677939441604,472.0,6.1590953,422,False,0.14425616910835534,0.039188830767951925,-0.20893753
CLIC4,ENSG00000169504,Gene Expression,GRCh38,False,2212,2.4565475,1.2402703,13.01612268973653,6247.0,8.740017,2209,False,1.218178986246359,0.38449982524699405,0.076000705
RUNX3,ENSG00000020633,Gene Expression,GRCh38,False,142,0.06016516,0.058424708,94.41604404246952,153.0,5.0369525,141,False,0.047667921998219814,-0.008027913446133668,-0.5042729
SYF2,ENSG00000117614,Gene Expression,GRCh38,False,1151,0.66417617,0.5093302,54.73849783720015,1689.0,7.4324837,1148,False,0.45851890442399884,0.13429166533598494,-0.015854273
RSRP1,ENSG00000117616,Gene Expression,GRCh38,False,1683,1.4058199,0.87789077,33.81832481321274,3575.0,8.182,1681,False,0.7557123785818745,0.1008632297738763,-0.36849478
TMEM50A,ENSG00000183726,Gene Expression,GRCh38,False,1469,0.97365314,0.6798862,42.23358238301219,2476.0,7.8148036,1466,False,0.5999929935019396,0.06477069921886432,-0.5219635
MACO1,ENSG00000204178,Gene Expression,GRCh38,False,761,0.39087692,0.32993442,70.0747149036571,994.0,6.902743,760,False,0.28352810101280174,0.11841543510772087,0.079636574
LDLRAP1,ENSG00000157978,Gene Expression,GRCh38,False,620,0.30475816,0.2660177,75.61934722768385,775.0,6.6541524,617,False,0.21806512661071661,0.021693194824438097,-0.5692669
MAN1C1,ENSG00000117643,Gene Expression,GRCh38,False,779,0.37868658,0.3211313,69.36688950058986,963.0,6.8710914,779,False,0.31291499458837846,0.16596913178905326,0.39867136
SELENON,ENSG00000162430,Gene Expression,GRCh38,False,1277,0.7436099,0.5559576,49.78372001572945,1891.0,7.5453897,1275,False,0.49732719440475154,0.04687394127653976,-0.3685836
MTFR1L,ENSG00000117640,Gene Expression,GRCh38,False,1114,0.61502165,0.47934836,56.19347227683838,1564.0,7.355641,1112,False,0.4399661666899749,0.1288529829971127,-0.03779928
PAQR7,ENSG00000182749,Gene Expression,GRCh38,False,326,0.14156508,0.1324002,87.18049547778215,360.0,5.888878,324,False,0.10930961335634169,-0.0385415106434398,-0.69513196
STMN1,ENSG00000117632,Gene Expression,GRCh38,False,214,0.092803776,0.08874667,91.58474243020055,236.0,5.46806,214,True,0.078191209095748,0.1735515388021592,0.6314858
PAFAH2,ENSG00000158006,Gene Expression,GRCh38,False,223,0.09555643,0.09126239,91.23082972866693,243.0,5.497168,222,False,0.07160680544810075,0.00240731148492603,-0.43900174
TRIM63,ENSG00000158022,Gene Expression,GRCh38,False,52,0.02359418,0.02332014,97.95517105780574,60.0,4.1108737,52,True,0.02416406404732312,0.40569759380412823,2.0835328
PDIK1L,ENSG00000175087,Gene Expression,GRCh38,False,155,0.06331105,0.06138767,93.90483680692095,161.0,5.0875964,154,False,0.04917067733708508,-0.0765716230644627,-0.9330059
FAM110D,ENSG00000197245,Gene Expression,GRCh38,False,116,0.051120725,0.049856953,95.43845851356664,130.0,4.8751974,116,False,0.04027985125552847,0.06716160839555116,-0.033971004
ZNF593,ENSG00000142684,Gene Expression,GRCh38,False,329,0.14038537,0.13136625,87.06252457727093,357.0,5.880533,327,False,0.10912802269714032,0.05154843906479093,-0.13162959
CNKSR1,ENSG00000142675,Gene Expression,GRCh38,False,288,0.1340936,0.12583373,88.67479355092411,341.0,5.8348107,288,False,0.08794549044202035,-0.055903711417862656,-0.8037305
CEP85,ENSG00000130695,Gene Expression,GRCh38,False,104,0.04207629,0.041215155,95.91034211561148,107.0,4.6821313,104,False,0.03293110785169537,-0.08324639935883575,-0.9747559
SH3BGRL3,ENSG00000142669,Gene Expression,GRCh38,False,885,0.46244594,0.38011035,65.19858434919387,1176.0,7.070724,884,False,0.33077569533382184,0.06728662213732581,-0.26338345
UBXN11,ENSG00000158062,Gene Expression,GRCh38,False,356,0.15454188,0.14370362,86.00078647267007,393.0,5.976351,354,False,0.12343265893864498,0.03551984012341286,-0.23188664
CD52,ENSG00000169442,Gene Expression,GRCh38,False,162,0.0692096,0.066919684,93.6295713723948,176.0,5.17615,162,False,0.05690884382832717,0.08650355633328494,0.08701067
CRYBG2,ENSG00000176092,Gene Expression,GRCh38,False,58,0.027526543,0.0271545,97.71922925678332,70.0,4.26268,58,False,0.016619919581918833,-0.09273626702224019,-1.0341139
ZNF683,ENSG00000176083,Gene Expression,GRCh38,False,15,0.005898545,0.005881217,99.41014549744396,15.0,2.7725887,15,False,0.0048484345377908505,-0.058270846898695286,-0.8185367
DHDDS,ENSG00000117682,Gene Expression,GRCh38,False,284,0.12190326,0.115026586,88.83208808493906,310.0,5.739793,283,False,0.09547664482676681,0.005012055667372045,-0.42270935
ARID1A,ENSG00000117713,Gene Expression,GRCh38,False,1014,0.54974437,0.43809,60.125835627211956,1398.0,7.243513,1012,False,0.3824438162870917,0.06828179831014386,-0.25670686
PIGV,ENSG00000060642,Gene Expression,GRCh38,False,125,0.05230043,0.050978653,95.08454581203303,133.0,4.89784,125,False,0.04104959360782825,0.03761146790578639,-0.21880375
ZDHHC18,ENSG00000204160,Gene Expression,GRCh38,False,280,0.12268974,0.11572736,88.989382618954,312.0,5.7462034,278,False,0.09612458961820064,0.019718317920557945,-0.33072338
GPN2,ENSG00000142751,Gene Expression,GRCh38,False,388,0.16948485,0.15656336,84.74243020055053,431.0,6.0684257,387,False,0.1341728533802093,0.056032619983304166,-0.103581555
GPATCH3,ENSG00000198746,Gene Expression,GRCh38,False,149,0.06252458,0.060647756,94.14077860794337,159.0,5.075174,149,False,0.050080645454439986,0.026586481169420105,-0.28776377
NUDC,ENSG00000090273,Gene Expression,GRCh38,False,1237,0.7263075,0.54598475,51.35666535587888,1847.0,7.521859,1235,False,0.5059812663931049,0.19937229217874627,0.24674517
KDF1,ENSG00000175707,Gene Expression,GRCh38,False,132,0.057019267,0.055452935,94.80928037750688,145.0,4.983607,131,False,0.0376532270957471,-0.09560128246954924,-1.0520343
TRNP1,ENSG00000253368,Gene Expression,GRCh38,False,400,0.16515926,0.15285778,84.2705465985057,420.0,6.042633,400,False,0.14837435726205384,0.07365345676711565,0.006634765
TENT5B,ENSG00000158246,Gene Expression,GRCh38,False,237,0.10184821,0.09698896,90.68029885961462,259.0,5.560682,237,True,0.09669159162161482,0.21948263313344227,0.9187796
SLC9A1,ENSG00000090020,Gene Expression,GRCh38,False,209,0.08493905,0.081523806,91.78136059771923,216.0,5.379897,209,False,0.06893615056453303,-0.01724023944513261,-0.5618949
WDTC1,ENSG00000142784,Gene Expression,GRCh38,False,1073,0.5965395,0.46783847,57.805741250491536,1517.0,7.325149,1072,False,0.41806441490765867,0.08283754081932286,-0.22347097
TMEM222,ENSG00000186501,Gene Expression,GRCh38,False,557,0.27329925,0.24161136,78.09673613841919,695.0,6.5453496,555,False,0.20762084355627228,0.16284197979600776,0.37769148
SYTL1,ENSG00000142765,Gene Expression,GRCh38,False,546,0.30672434,0.2675235,78.52929610696029,780.0,6.660575,544,False,0.19174044790655329,0.035825450827904455,-0.22997509
MAP3K6,ENSG00000142733,Gene Expression,GRCh38,False,947,0.48997247,0.39875764,62.76051907196225,1246.0,7.128496,946,False,0.358805295483496,0.12212948526204569,0.10455391
FCN3,ENSG00000142748,Gene Expression,GRCh38,False,15,0.005898545,0.005881217,99.41014549744396,15.0,2.7725887,15,False,0.0041046778090170445,-0.179519368806064,-1.5769323
CD164L2,ENSG00000174950,Gene Expression,GRCh38,False,73,0.030279199,0.029829832,97.1293747542273,77.0,4.356709,72,False,0.02004159452442616,-0.16415332464371013,-1.4808195
GPR3,ENSG00000181773,Gene Expression,GRCh38,False,24,0.009437672,0.009393415,99.05623279591033,24.0,3.218876,24,False,0.008705353357347517,0.0998050136505702,0.17020977
